,bookID,title,average_rating,num_pages,ratings_count,text_reviews_count,publication_date,publisher,language_name,author,genre
5665,21070,Rough Crossings: Britain  the Slaves and the American Revolution,3.98,496,747,87,2006-04-25,Ecco / HarperCollins,English,Simon Schama,blank
5666,21071,Landscape and Memory,4.17,672,900,80,1996-11-05,Vintage,English,Simon Schama,Romance
5667,21073,The Embarrassment of Riches: An Interpretation of Dutch Culture in the Golden Age,4.06,720,1783,86,1997-12-08,Vintage,English,Simon Schama,Romance
5668,21075,Citizens: A Chronicle of the French Revolution,3.99,825,90,12,2004-08-05,Penguin,English,Simon Schama,Philosophy
5669,21089,The Feelings Book: The Care & Keeping of Your Emotions,4.16,104,782,51,2002-09-01,American Girl Publishing Inc,English,Lynda Madison,Fiction
5670,21091,A Smart Girl's Guide to Money: How to Make It  Save It  And Spend It,4.14,95,536,65,2006-03-01,American Girl Publishing Inc,English,Nancy Holyoke,Philosophy
5671,21093,What Would You Do? (American Girl Library),4.26,63,77,5,2004-07-01,American Girl Publishing Inc,English,Patti Kelley Criswell,Nonfiction
5672,21107,The Halloween Activity Book: Creepy  Crawly  Hairy  Scary Things to Do,2.0,32,1,1,2002-08-01,Chronicle Books,English,Mymi Doinet,Nonfiction
5673,21114,The Capricorn Stone,3.91,346,574,33,1983-05-12,Fawcett,English,Madeleine Brent,History
5674,21116,Golden Urchin,4.09,384,66,10,1987-11-12,Fawcett,English,Madeleine Brent,Short Stories
5675,21119,The Ethics of Ambiguity,4.15,162,4114,153,2000-06-01,Citadel,English,Simone de Beauvoir,Short Stories
5676,21121,She Came to Stay,3.91,416,2040,88,1995-10-09,Flamingo,English,Simone de Beauvoir,Fiction
5677,21122,The Coming of Age,3.88,592,227,14,1996-06-17,W. W. Norton  Company,English,Simone de Beauvoir,Philosophy
5678,21125,A Transatlantic Love Affair: Letters to Nelson Algren,4.01,560,235,16,1999-09-01,The New Press,English,Simone de Beauvoir,Philosophy
5679,21126,La force de l'Ã¢ge,4.15,786,192,17,1986-11-14,Folio,French,Simone de Beauvoir,Time Travel
5680,21143,What Life Was Like When Rome Ruled the World: The Roman Empire  100 BC - AD 200 (What Life Was Like),3.85,192,91,9,1999-05-24,Time Life Medical,English,Time-Life Books,Young Adult
5681,21151,Sudden Fiction International: 60 Short-Short Stories,3.76,352,306,29,1989-10-17,W. W. Norton  Company,English,Robert Shapard,Time Travel
5682,21152,Sudden Fiction: American Short-Short Stories,3.84,264,476,48,1983-12-31,Gibbs Smith,English,Robert Shapard,Short Stories
5683,21173,Sarah Bernhardt,4.25,136,4,0,2004-01-01,Chelsea House Publishers,English,Elizabeth Silverthorne,Cookbooks
5684,21179,The Art of Controversy (The Essays of Arthur Schopenhauer),3.85,76,17,3,2004-06-17,Kessinger Publishing,English,Thomas Bailey Saunders,Cookbooks
5685,21182,The Wisdom of Life,4.14,96,1487,77,2004-03-08,Dover Publications,English,Arthur Schopenhauer,Philosophy
5686,21187,For All Time (Time Travelers  #4),3.9,261,1618,65,2003-07-08,Laurel Leaf Library,English,Caroline B. Cooney,Mystery
5687,21188,Wanted!,3.69,230,1969,193,1997-07-01,Scholastic Paperbacks,English,Caroline B. Cooney,Young Adult
5688,21191,The Time Travelers: Volume One,3.94,420,302,29,2006-01-10,Laurel Leaf,English,Caroline B. Cooney,Christian
5689,21194,The Stranger,3.53,198,55,11,1993-11-01,Scholastic,English,Caroline B. Cooney,History
5690,21199,Every Night Italian: Every Night Italian,3.79,256,70,2,2000-01-12,Scribner,English,Giuliano Hazan,Science Fiction
5691,21200,More Classic Italian Cooking,4.48,465,64,3,1984-07-12,Ballantine Books,English,Marcella Hazan,blank
5692,21214,Practice Makes Perfect: Italian Verb Tenses,4.0,252,9,1,2005-11-23,McGraw-Hill Companies,English,Paola Nanni-Tate,Travel
5693,21220,Effigies (Faye Longchamp  #3),4.03,301,460,47,2007-01-15,Poisoned Pen Press,English,Mary Anna Evans,Fiction
5694,21223,The Cambridge Companion to Schopenhauer,3.83,494,23,3,2000-01-20,Cambridge University Press,English,Christopher Janaway,Urban Fantasy
5695,21230,Stormie: A Story of Forgiveness and Healing,4.4,192,430,44,1997-09-01,Harvest House Publishers,English,Stormie Omartian,Fiction
5696,21242,The Orion Mystery: Unlocking the Secrets of the Pyramids,3.94,352,1123,36,1995-08-22,Three Rivers Press,English,Robert Bauval,Comics
5697,21245,Orion (Orion  #1),3.72,432,1386,54,1992-12-15,Tor Science Fiction,English,Ben Bova,Crime
5698,21248,Lake Orion (Images of America: Michigan),4.5,128,1,0,2006-07-19,Arcadia Publishing,English,James E. Ingram,Crime
5699,21266,Rick Steves' Europe Through the Back Door,4.24,808,3569,70,2017-09-12,Avalon Travel,English,Rick Steves,Fantasy
5700,21276,A Dangerous Man (Hank Thompson  #3),4.07,286,2735,162,2006-09-19,Ballantine Books,English,Charlie Huston,Mystery
5701,21277,Already Dead (Joe Pitt  #1),3.79,268,8447,631,2005-12-27,Del Rey,English,Charlie Huston,Fiction
5702,21278,Caught Stealing (Hank Thompson  #1),4.04,240,4797,431,2005-05-31,Ballantine Books,English,Charlie Huston,Fiction
5703,21280,Ultimate Annuals  Volume 2,3.21,160,105,8,2007-02-07,Marvel,English,Charlie Huston,Picture Books
5704,21282,Dead I Well May Be (Dead Trilogy #1),3.97,384,2594,243,2004-08-31,Pocket Books,English,Adrian McKinty,Fantasy
5705,21283,The Dead Yard (Michael Forsythe #2),4.12,364,1506,101,2006-12-26,Pocket Books,English,Adrian McKinty,Comics
5706,21284,The Lighthouse Land (Lighthouse Trilogy #1),3.6,387,861,114,2006-10-01,Harry N. Abrams,English,Adrian McKinty,Comics
5707,21290,Spider Mountain (Cam Richter  #2),3.92,309,461,41,2006-12-26,St. Martin's Press,English,P.T. Deutermann,Mystery
5708,21294,The Edge of Honor,3.97,626,168,16,1995-05-15,St. Martin's Paperbacks,English,P.T. Deutermann,Fiction
5709,21295,The Firefly,3.77,528,317,31,2004-11-30,St. Martin's Paperbacks,English,P.T. Deutermann,Fiction
5710,21315,Diary of a Spider,4.25,40,8134,292,2005-07-26,HarperCollins,English,Doreen Cronin,Graphic Novels
5711,21318,The Snow Spider (Snow Spider Trilogy  #1),3.7,146,2762,228,2006-09-01,Orchard Books (NY),English,Jenny Nimmo,Graphic Novels
5712,21320,Ultimate Spider-Man  Volume 16: Deadpool,3.7,184,1474,58,2006-09-13,Marvel,English,Brian Michael Bendis,Comics
5713,21321,Ultimate Spider-Man  Volume 7,4.1,344,272,9,2006-10-04,Marvel,English,Brian Michael Bendis,Graphic Novels
5714,21322,Fables: 1001 Nights of Snowfall,4.14,140,13759,538,2006-10-18,Vertigo,English,Bill Willingham,Graphic Novels
5715,21323,Cold Fire / Hideaway / The Key to Midnight,4.18,784,19670,13,2000-08-28,Putnam Adult,English,Dean Koontz,Graphic Novels
5716,21324,Fables  Vol. 8: Wolves,4.27,160,18799,568,2006-12-20,Vertigo,English,Bill Willingham,Economics
5717,21325,Fables  Vol. 4: March of the Wooden Soldiers,4.29,231,26055,785,2004-11-30,Vertigo,English,Bill Willingham,Reference
5718,21326,Fables  Vol. 1: Legends in Exile,3.97,128,119292,2866,2002-12-31,Vertigo,English,Bill Willingham,Graphic Novels
5719,21327,Fables  Vol. 7: Arabian Nights (and Days),4.09,143,15575,547,2006-07-05,Vertigo,English,Bill Willingham,Mathematics
5720,21328,Fables  Vol. 6: Homelands,4.28,190,21472,637,2006-01-27,Vertigo,English,Bill Willingham,Business
5721,21329,Fables  Vol. 3: Storybook Love,4.13,190,32814,906,2004-05-01,Vertigo,English,Bill Willingham,Classics
5722,21330,Fables  Vol. 5: The Mean Seasons,4.19,166,20703,611,2005-04-30,Vertigo,English,Bill Willingham,Horror
5723,21332,The Choice: A Fable of Free Trade and Protectionism,3.75,132,350,31,2006-09-01,Pearson,English,Russell Roberts,Horror
5724,21338,Brewer's Dictionary of Phrase and Fable,4.38,1326,40,4,2006-08-15,Collins Reference,English,John Ayto,Horror
5725,21341,Jack of Fables  Vol. 1: The (Nearly) Great Escape,3.58,128,4372,271,2007-02-28,Vertigo,English,Bill Willingham,Horror
5726,21342,Math Fables,4.03,40,0,0,2049-01-01,Scholastic Inc.,English,Greg Tang,Thriller
5727,21343,The Five Dysfunctions of a Team: A Leadership Fable,4.04,227,65444,2866,2002-04-11,Jossey-Bass,English,Patrick Lencioni,Historical Fiction
5728,21348,Aesop's Fables,4.05,306,97136,947,2003-04-10,Oxford University Press,English,Aesop,Mystery
5729,21352,Icebound,3.76,0,46,12,2007-03-06,Random House Audio,English,David Axton,Horror
5730,21353,Odd Thomas (Odd Thomas #1),3.97,11,106,32,2003-12-09,Random House Audio Publishing Group,English,Dean Koontz,Mystery
5731,21362,Seize the Night (Moonlight Bay  #2),4.08,12,23534,390,1998-12-29,Random House Audio Publishing Group,English,Dean Koontz,Mystery
5732,21365,From the Corner of His Eye,4.03,0,29,3,2000-12-26,Random House Audio Publishing Group,English,Dean Koontz,Historical Fiction
5733,21370,The Good Guy,3.82,9,115,24,2007-05-29,Random House Audio Publishing Group,English,Dean Koontz,Mystery
5734,21402,Pompeii,3.82,0,7,1,2006-09-05,Random House Audio,English,Robert   Harris,Fiction
5735,21425,3rd Degree,4.02,7,76,9,2004-03-01,Hachette Audio,English,James Patterson,True Crime
5736,21426,2nd Chance (Women's Murder Club #2),4.04,5,28,4,2006-02-27,Little  Brown & Company,English,James Patterson,Fiction
5737,21430,The Big Bad Wolf,3.99,8,101,13,2003-11-01,Little  Brown & Company,English,James Patterson,Fiction
5738,21437,Pop Goes the Weasel,4.0,460,49,5,2006-11-13,Little  Brown & Company,English,James Patterson,Fiction
5739,21484,The Winds of War (The Henry Family  #1),4.37,896,47239,1251,2002-02-05,Back Bay Books,English,Herman Wouk,Mystery
5740,21489,Hollywood Station (Hollywood Station  #1),3.73,340,2104,220,2007-01-03,Little Brown and Company,English,Joseph Wambaugh,True Crime
5741,21491,The Choirboys,4.06,368,4227,126,2002-04-18,Orion,English,Joseph Wambaugh,Mystery
5742,21493,Fire Lover: A True Story,3.72,352,840,113,2002-04-30,William Morrow,English,Joseph Wambaugh,Mystery
5743,21494,Floaters,3.52,291,567,38,1997-03-03,Bantam,English,Joseph Wambaugh,Mystery
5744,21495,The New Centurions,3.94,368,2180,66,1987-03-01,Dell,English,Joseph Wambaugh,Mystery
5745,21498,The Black Marble,3.83,416,936,45,1998-09-02,Dell,English,Joseph Wambaugh,Mystery
5746,21505,The Secrets of Harry Bright,3.76,307,605,26,1987-05-07,Sphere,English,Joseph Wambaugh,Mystery
5747,21508,Lines and Shadows,3.8,416,680,43,1995-11-01,Bantam,English,Joseph Wambaugh,Mystery
5748,21527,Hollywood Tough (Shane Scully  #3),3.86,10,825,49,2003-01-07,Macmillan Audio,English,Stephen J. Cannell,Mystery
5749,21530,Cold Hit (Shane Scully #5),3.85,11,15,6,2005-08-01,Macmillan Audio,English,Stephen J. Cannell,Mystery
5750,21534,Trunk Music (Harry Bosch  #5; Harry Bosch Universe  #6),4.18,13,126,26,2006-11-28,Brilliance Audio,English,Michael Connelly,Mystery
5751,21535,Angels Flight (Harry Bosch  #6),4.18,9,106,20,2005-07-25,Brilliance Audio,English,Michael Connelly,Mystery
5752,21536,The Black Echo (Harry Bosch  #1; Harry Bosch Universe  #1),4.1,12,209,54,2006-11-25,Brilliance Audio,English,Michael Connelly,blank
5753,21538,The Closers (Harry Bosch  #11; Harry Bosch Universe  #14),4.13,12,198,28,2005-05-01,Hachette Audio,English,Michael Connelly,Mystery
5754,21539,Echo Park (Harry Bosch  #12; Harry Bosch Universe  #16),4.12,11,174,35,2006-10-09,Little  Brown & Company,English,Michael Connelly,Mystery
5755,21543,The Poet (Jack McEvoy  #1; Harry Bosch Universe  #5),4.2,15,115,33,2006-06-25,Brilliance Audio,English,Michael Connelly,Mystery
5756,21544,The Concrete Blonde (Harry Bosch  #3),4.16,12,132,28,2005-05-25,Brilliance Audio,English,Michael Connelly,Science Fiction
5757,21545,The Best American Mystery Stories 2003,3.6,1,5,2,2003-11-04,Mariner Books,English,Michael Connelly,Science Fiction
5758,21550,Hundred-Dollar Baby (Spenser  #34),3.82,0,57,11,2006-10-24,Random House Audio,English,Robert B. Parker,Science Fiction
5759,21552,The Spenser Collection: Volume I (Spenser  #27-28),4.26,0,77,3,2006-05-30,RH Audio,English,Robert B. Parker,Science Fiction
5760,21553,School Days (Spenser  #33),3.87,0,24,3,2005-09-27,Random House Audio Publishing Group,English,Robert B. Parker,Science Fiction
5761,21557,Potshot (Spenser  #28),3.89,0,2,0,2003-04-01,RH Audio Price-less,English,Robert B. Parker,Science Fiction
5762,21581,Chance (Spenser  #23),4.1,4,13,2,1996-04-01,Audio Literature,English,Robert B. Parker,Science Fiction
5763,21608,The Accidental Time Machine,3.7,278,6572,660,2007-08-07,Ace,English,Joe Haldeman,Science Fiction
5764,21609,A Separate War and Other Stories,3.68,270,342,35,2006-08-01,Ace Books,English,Joe Haldeman,Science Fiction
5765,21611,The Forever War (The Forever War  #1),4.15,278,108783,4005,2003-09-02,Voyager,English,Joe Haldeman,Science Fiction
5766,21613,Worlds Enough and Time (Worlds #3),3.7,332,336,13,1992-05-01,William Morrow & Company,English,Joe Haldeman,Manga
5767,21615,The Coming,3.09,278,690,71,2001-11-01,Ace,English,Joe Haldeman,Short Stories
5768,21618,Forever Peace (The Forever War  #2),3.74,351,16338,422,1998-10-01,Ace Books,English,Joe Haldeman,Mystery
5769,21621,Dealing in Futures,3.73,352,193,12,1993-11-01,Roc,English,Joe Haldeman,Mystery
5770,21624,Study War No More: A Selection of Alternatives,3.56,323,97,2,1978-10-01,Avon,English,Joe Haldeman,Short Stories
5771,21626,Not of Woman Born,3.82,288,60,11,1999-03-01,Roc,English,Constance Ash,Mystery
5772,21629,Worlds Apart (Worlds 2),3.69,227,485,8,1992-06-28,Avon Books (AvoNova),English,Joe Haldeman,Mystery
5773,21638,Train_man  Volume 3 (Train_man),3.94,200,102,15,2007-02-13,VIZ Media LLC,English,Hidenori Hara,Manga
5774,21665,The Best American Mystery Stories 2004,3.55,0,3,0,2004-10-14,Mariner Books,English,Nelson DeMille,Mystery
5775,21671,Mystic River,4.18,416,109447,2859,2001-02-01,William Morrow Paperbacks,English,Dennis Lehane,Mystery
5776,21673,Mystic River,4.18,401,44,3,2001-03-05,Bantam Press,English,Dennis Lehane,True Crime
5777,21682,Coronado: Stories,3.38,240,2907,261,2006-08-08,William Morrow,English,Dennis Lehane,True Crime
5778,21683,Prayers for Rain (Kenzie & Gennaro  #5),4.09,375,16329,619,2000-05-02,HarperTorch,English,Dennis Lehane,Mystery
5779,21685,A Drink Before the War (Kenzie & Gennaro  #1),3.95,282,29089,1523,2003-09-15,Mariner Books,English,Dennis Lehane,Mystery
5780,21686,Shutter Island,4.09,369,134985,6300,2004-04-27,HarperTorch,English,Dennis Lehane,Mystery
5781,21703,The Best American Mystery Stories 2002,3.58,1,0,0,2002-10-15,Mariner Books,English,James Ellroy,Mystery
5782,21704,The Black Dahlia (L.A. Quartet  #1),3.75,348,70771,1815,2006-08-16,Mysterious Press,English,James Ellroy,Mystery
5783,21705,The Black Dahlia Files: The Mob  the Mogul  and the Murder That Transfixed Los Angeles,3.84,448,635,57,2006-09-05,Harper Paperbacks,English,Donald H. Wolfe,True Crime
5784,21710,Corroborating Evidence: The Black Dahlia Murder,3.39,234,12,1,2005-10-30,Sunstone Press,English,William T. Rasmussen,True Crime
5785,21712,Childhood Shadows: The Hidden Story of the Black Dahlia Murder,3.5,292,50,4,1999-12-19,Authorhouse,English,Mary  Pacios,True Crime
5786,21717,Triptych (Will Trent  #1),4.13,393,42325,2011,2006-08-15,Delacorte Press,English,Karin Slaughter,Mystery
5787,21718,Blindsighted (Grant County  #1),4.09,418,53996,2171,2002-10-01,HarperTorch,English,Karin Slaughter,Mystery
5788,21719,Kisscut (Grant County  #2),4.09,436,25675,1096,2003-09-30,HarperTorch,English,Karin Slaughter,Mystery
5789,21720,Beyond Reach (Grant County  #6),4.19,404,19136,979,2007-07-31,Delacorte Press,English,Karin Slaughter,Mystery
5790,21721,A Faint Cold Fear (Grant County  #3),4.08,422,25119,900,2004-07-27,Harper,English,Karin Slaughter,Mystery
5791,21722,Faithless (Grant County  #5),4.12,549,21130,708,2006-07-25,Dell Publishing Company,English,Karin Slaughter,Mystery
5792,21723,Like A Charm,3.48,384,22,4,2015-05-26,William Morrow Paperbacks,English,Karin Slaughter,Short Stories
5793,21725,Like a Charm,3.48,384,1322,88,2004-06-03,Arrow,English,Karin Slaughter,Short Stories
5794,21735,The Enemy (Jack Reacher  #8),4.16,14,178,35,2004-05-11,Brilliance Audio,English,Lee Child,Thriller
5795,21739,The Visitor (Jack Reacher  #4),4.09,15,4,0,2004-10-01,Soundings,English,Lee Child,Thriller
5796,21742,Tripwire (Jack Reacher  #3),4.09,3,16,3,1999-07-08,Nova Audio Books,English,Lee Child,Thriller
5797,21743,Killing Floor (Jack Reacher  #1),4.05,3,124,27,2004-04-10,Brilliance Audio,English,Lee Child,Thriller
5798,21745,Without Fail (Jack Reacher  #6),4.15,14,64395,1617,2002-05-17,Brilliance Audio,English,Lee Child,Thriller
5799,21746,The Enemy (Jack Reacher  #8),4.16,14,4,0,2004-05-11,Brilliance Audio,English,Lee Child,Thriller
5800,21747,One Shot (Jack Reacher  #9),4.21,12,138,26,2005-06-14,Brilliance Audio,English,Lee Child,Thriller
5801,21749,Bad Luck and Trouble (Jack Reacher  #11),4.18,13,53,15,2007-05-15,Random House Audio,English,Lee Child,Thriller
5802,21751,The Enemy (Jack Reacher  #8),4.16,6,10,3,2007-04-28,Brilliance Audio,English,Lee Child,Thriller
5803,21752,The Visitor (Jack Reacher  #4),4.09,14,7,1,2002-05-01,Soundings,English,Lee Child,Thriller
5804,21753,Echo Burning (Jack Reacher  #5),4.01,5,40,14,2007-02-28,Brilliance Audio,English,Lee Child,Thriller
5805,21756,Tripwire (Jack Reacher  #3),4.09,14,3,1,2004-11-25,Brilliance Audio,English,Lee Child,Thriller
5806,21758,The Enemy (Jack Reacher  #8),4.16,14,3,2,2004-06-10,Brilliance Audio,English,Lee Child,Thriller
5807,21759,Tripwire (Jack Reacher  #3),4.09,14,11,1,2004-11-25,Brilliance Audio,English,Lee Child,Thriller
5808,21763,Tripwire (Jack Reacher  #3),4.09,14,18,4,2004-11-25,Brilliance Audio,English,Lee Child,Thriller
5809,21764,The Enemy (Jack Reacher  #8),4.16,14,1,0,2004-06-10,Brilliance Audio,English,Lee Child,Thriller
5810,21765,Blood on the Moon: The Assassination of Abraham Lincoln,4.13,360,497,58,2005-10-01,University Press of Kentucky,English,Edward Steers Jr.,History
5811,21766,The Blood of the Moon: Understanding the Historic Struggle Between Islam and Western Civilization,3.69,224,70,8,2001-12-16,Thomas Nelson,English,George Grant,History
5812,21767,Blood on the Moon (Lloyd Hopkins  #1),3.44,272,1612,100,2005-05-10,Vintage,English,James Ellroy,Crime
5813,21768,Blood Moon Over Bengal,3.47,337,20,6,2004-10-01,Leisure Books,English,Morag McKendrick Pippin,Historical Romance
5814,21773,Blood Moon Over Britain,3.44,323,17,4,2005-12-01,Leisure Books,English,Morag McKendrick Pippin,Historical Romance
5815,21776,The Silent Gondoliers,3.81,128,1339,136,2001-01-02,Del Rey,English,William Goldman,Fiction
5816,21779,The Season: A Candid Look at Broadway,4.1,448,291,35,2004-07-01,Limelight,English,William Goldman,Nonfiction
5817,21782,Heat,3.37,244,242,17,1986-09-01,Warner Books (NY),English,William Goldman,Fiction
5818,21783,Tinsel,3.19,399,258,14,1980-06-15,Dell,English,William Goldman,Fiction
5819,21784,William Goldman: Four Screenplays,4.29,504,17,1,2000-05-01,Applause Books,English,William Goldman,Film
5820,21787,The Princess Bride,4.26,456,703676,13878,2003-07-15,Ballantine Books,English,William Goldman,Fantasy
5821,21799,Hype and Glory,3.67,306,129,14,1991-03-13,Villard,English,William Goldman,Nonfiction
5822,21803,La princesa prometida,4.26,480,39,7,2005-06-14,Planeta Publishing,Spanish,William Goldman,Fantasy
5823,21806,Boys and Girls Together,3.67,768,753,59,2001-07-31,Ballantine Books,English,William Goldman,Fiction
5824,21819,Wait Till Next Year: The Story of a Season When What Should've Happened Didn't  and What Could've Gone Wrong Did,3.94,363,90,11,1988-11-01,Bantam,English,William Goldman,Sports
5825,21823,The Princess Bride: S. Morgenstern's Classic Tale of True Love and High Adventure,4.26,283,460,73,1973-09-01,Harcourt  Brace  Jovanovich,English,William Goldman,Fantasy
5826,21829,Creepers,3.66,388,4513,515,2005-09-26,CDS Books,English,David Morrell,Horror
5827,21830,The Totem,3.58,448,1152,76,2003-04-01,Grand Central Publishing,English,David Morrell,Horror
5828,21832,The League of Night and Fog (Mortalis  #3),4.1,448,2564,64,2003-04-01,Grand Central Publishing,English,David Morrell,Thriller
5829,21836,Scavenger (Frank Balenger  #2),3.6,368,1760,190,2007-03-13,Vanguard Press,English,David Morrell,Thriller
5830,21837,The Fraternity of the Stone (Mortalis  #2),4.16,448,2646,68,1992-07-16,Headline,English,David Morrell,Thriller
5831,21838,The Brotherhood of the Rose (Mortalis  #1),4.14,416,5422,163,1992-07-16,Headline Book Publishing,English,David Morrell,Thriller
5832,21841,The Protector (Cavanaugh #1),3.94,401,2222,80,2003-05-19,Warner Books (NY),English,David Morrell,Thriller
5833,21845,Assumed Identity,3.78,512,1118,46,1994-09-01,Vision,English,David Morrell,Thriller
5834,21848,Double Image,3.55,510,3,1,2002-04-10,Le Livre de Poche,French,David Morrell,Thriller
5835,21862,La CinquiÃ¨me profession,3.99,539,9,2,1992-06-01,Le Livre de Poche,French,David Morrell,Thriller
5836,21874,The Last Kingdom (The Saxon Stories  #1),4.25,6,16,1,2006-07-25,HarperAudio,English,Bernard Cornwell,Historical Fiction
5837,21895,The Last Kingdom (The Saxon Stories  #1),4.25,13,48,19,2005-02-01,Audiogo,English,Bernard Cornwell,Historical Fiction
5838,21906,The Last Kingdom (The Saxon Stories  #1),4.25,6,39,9,2005-01-25,HarperAudio,English,Bernard Cornwell,Historical Fiction
5839,21928,Time To Hunt (Bob Lee Swagger  #3),4.26,0,11,1,1998-05-18,Random House Audio,English,Stephen Hunter,Thriller
5840,21930,Black Light (Bob Lee Swagger  #2),4.13,4,17,0,1996-05-01,Random House Audio Publishing Group,English,Stephen Hunter,Thriller
5841,21931,The Day Before Midnight,4.01,0,1,0,1989-12-01,Random House Audio,English,Stephen Hunter,Fiction
5842,21932,Hot Springs (Earl Swagger  #1),4.13,0,3,0,2000-06-01,Simon & Schuster Audio,English,Stephen Hunter,Fiction
5843,21933,Point Of Impact (Bob Lee Swagger  #1),4.27,0,15,1,2007-01-09,RH Audio,English,Stephen Hunter,Thriller
5844,21934,Dirty White Boys,4.05,0,1,1,2006-05-01,Hachette Audio,English,Stephen Hunter,Fiction
5845,21947,Bevor es Nacht wird. Ein Leben in Havanna,4.17,400,16,2,2002-07-01,dtv,German,Reinaldo Arenas,Nonfiction
5846,21969,The Book of the Dead  (Pendergast  #7; Diogenes  #3),4.13,0,112,16,2006-05-30,Grand Central Publishing,English,Douglas Preston,Thriller
5847,21972,Relic (Pendergast #1),4.02,473,152,41,2007-02-25,Brilliance Audio,English,Douglas Preston,Horror
5848,21974,The Wheel of Darkness (Pendergast  #8),3.93,0,41,9,2007-08-28,Grand Central Publishing,English,Douglas Preston,Thriller
5849,21980,Tyrannosaur Canyon,3.8,12,79,18,2005-08-23,MacMillan Audio,English,Douglas Preston,Thriller
5850,21991,Waterworks,3.44,0,16,2,1994-05-31,Random House Audio,English,E.L. Doctorow,Fiction
5851,21996,The Devil in the White City: Murder  Magic  and Madness at the Fair That Changed America,3.99,447,421575,23793,2003-02-11,Random House Audio Publishing Group,English,Erik Larson,Nonfiction
5852,22017,King Icahn,3.97,336,35,1,1993-06-01,Dutton Books,English,Mark      Stevens,Business
5853,22026,The Sicilian,3.97,416,16557,502,2001-05-01,Ballantine Books,English,Mario Puzo,Fiction
5854,22027,The Dark Arena,3.35,288,1554,54,2001-05-01,Ballantine Books,English,Mario Puzo,Fiction
5855,22028,Omerta,3.71,369,12374,330,2001-05-01,Ballantine Books,English,Mario Puzo,Fiction
5856,22035,Fools Die,3.72,544,5197,215,1979-10-01,Signet,English,Mario Puzo,Fiction
5857,22036,The Godfather,4.37,448,180,17,2005-10-04,New American Library,English,Mario Puzo,Fiction
5858,22037,The Fortunate Pilgrim,3.83,304,3232,222,2004-09-28,Ballantine Books,English,Mario Puzo,Fiction
5859,22060,On the Road to Perdition â Oasis  Sanctuary  and Detour â (Road to Perdition  #2),3.66,294,168,14,2004-12-01,DC Comics,English,Max Allan Collins,Graphic Novels
5860,22061,Oasis (On the Road to Perdition  #1),3.55,96,76,5,2003-05-01,DC Comics,English,Max Allan Collins,Comics
5861,22063,Double Dealer (CSI: Crime Scene Investigation  #1),3.67,320,1029,53,2003-04-01,Pocket Books,English,Max Allan Collins,Mystery
5862,22065,The London Blitz Murders (Disaster Series  #5),3.72,272,209,35,2004-05-04,Berkley,English,Max Allan Collins,Mystery
5863,22067,The Last Quarry (Quarry #7),3.93,201,673,68,2006-08-01,Hard Crime Case,English,Max Allan Collins,Crime
5864,22068,Snake Eyes (CSI: Crime Scene Investigation  #8),3.77,288,457,18,2006-09-01,Pocket Star,English,Max Allan Collins,Mystery
5865,22070,A Killing in Comics (Jack & Maggie Starr  #1),3.65,272,151,29,2007-05-01,Berkley Trade,English,Max Allan Collins,Mystery
5866,22072,The War of the Worlds Murder (Disaster Series  #6),3.71,256,196,38,2005-07-05,Berkley,English,Max Allan Collins,Mystery
5867,22076,From a Buick 8,3.45,356,53587,1330,2002-09-24,Scribner,English,Stephen King,Horror
5868,22077,The Michael Crichton Collection: Jurassic Park / The Lost World / The Andromeda Strain,4.29,0,107,3,2000-06-09,Random House Audio,English,Michael Crichton,Fiction
5869,22082,Jurassic Park,4.02,400,27,5,1997-06-23,Ballantine Books,English,Michael Crichton,Science Fiction
5870,22095,Binary,3.53,213,94,10,1972-12-31,Alfred A. Knopf,English,John Lange,Fiction
5871,22114,Un train d'or pour la CrimÃ©e,3.86,342,16,3,1999-01-13,Pocket,French,Michael Crichton,Fiction
5872,22120,The Voices of Morebath: Reformation and Rebellion in an English Village,3.69,232,361,39,2003-08-11,Yale University Press,English,Eamon Duffy,History
5873,22121,Imperial Life in the Emerald City: Inside Iraq's Green Zone,4.02,320,4545,477,2006-09-19,Knopf,English,Rajiv Chandrasekaran,Nonfiction
5874,22123,The Coming Economic Collapse: How You Can Thrive When Oil Costs $200 a Barrel,3.4,211,34,3,2007-02-01,Business Plus,English,Stephen Leeb,Economics
5875,22126,Betrayal of Trust: The Collapse of Global Public Health,4.12,768,1126,50,2001-08-15,Hachette Books,English,Laurie Garrett,Nonfiction
5876,22127,Crash Proof: How to Profit from the Coming Economic Collapse,3.78,272,1086,89,2007-02-01,John Wiley & Sons,English,Peter D. Schiff,Economics
5878,22133,The World  the Text  and the Critic,4.18,336,198,6,2006-06-10,Harvard University Press,English,Edward W. Said,Nonfiction
5879,22135,Culture and Imperialism,4.15,380,4053,123,1994-05-31,Vintage,English,Edward W. Said,Nonfiction
5880,22141,La economÃ­a Long Tail,3.81,318,24,3,2007-07-01,Ediciones Urano,Spanish,Chris Anderson,Business
5881,22146,Prioritizing Web Usability,3.94,406,599,16,2006-04-20,New Riders Publishing,English,Jakob Nielsen,Design
5882,22148,Homepage Usability: 50 Websites Deconstructed,3.74,336,341,12,2001-11-15,New Riders Publishing,English,Jakob Nielsen,Design
5883,22155,Let My People Go Surfing: The Education of a Reluctant Businessman,4.22,272,7838,681,2006-09-05,Penguin Books,English,Yvon Chouinard,Business
